decision_id,timestamp,session_id,question,top_score,second_score,score_gap,top_entity,second_entity,confidence_band,ambiguous,route,event_type,user_reply,resolution,answer_source
2f7b2679c8ab,2026-09-18T15:27:39,02ca2831-5db9-436c-8759-30b3d5a413e5,what was the highest package in 2025,0.7771,0.7769,0.0002,Placement Stats 2025,Placement Stats 2024,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
2f7b2679c8ab,2026-09-18T15:28:00,02ca2831-5db9-436c-8759-30b3d5a413e5,placement starts 2025,,,,,,,,,resolution,placement starts 2025,abandoned,
a220b564757f,2026-09-18T15:28:02,02ca2831-5db9-436c-8759-30b3d5a413e5,placement starts 2025,0.7561,0.7548,0.0013,Placement Stats 2025,Placement Stats 2024,HIGH,True,HIGH_CLARIFY_LIMIT,decision,,clarify_limit_reached,
c258f07a122f,2026-09-18T15:54:00,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what was the highest package of placement in 2025,0.8346,0.8341,0.0005,Placement Stats 2025,Placement Stats 2024,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
c258f07a122f,2026-09-18T15:54:42,02ca2831-5db9-436c-8759-30b3d5a413e5,then can you tell me about the management fee of rnsit,,,,,,,,,resolution,then can you tell me about the management fee of rnsit,abandoned,
147f6cd8749e,2026-09-18T15:54:42,02ca2831-5db9-436c-8759-30b3d5a413e5,then can you tell me about the management fee of rnsit,0.7553,0.7279,0.0274,Fees,Admission Process,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
147f6cd8749e,2026-09-18T15:54:58,02ca2831-5db9-436c-8759-30b3d5a413e5,please,,,,,,,,,resolution,please,abandoned,
6184d955aa87,2026-09-18T15:54:59,02ca2831-5db9-436c-8759-30b3d5a413e5,please,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
f32cbce37da0,2026-09-18T15:55:45,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the management fee of rnsit,0.7855,0.7178,0.0677,Fees,Admission Process,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
1a68ff82b2df,2026-09-18T15:56:34,02ca2831-5db9-436c-8759-30b3d5a413e5,usn cie ce see attendance hostel library,0.7253,0.6675,0.0578,Hostels,Canteen,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
1a68ff82b2df,2026-09-18T15:56:41,02ca2831-5db9-436c-8759-30b3d5a413e5,we have a process for the,,,,,,,,,resolution,we have a process for the,abandoned,
b4427a7aa844,2026-09-18T15:56:42,02ca2831-5db9-436c-8759-30b3d5a413e5,we have a process for the,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
10c8462b5380,2026-09-21T10:39:50,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what is the management phase of rns institute,0.6721,0.6499,0.0222,Group Chairman,Departments Overview,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
fb694a2c42c8,2026-09-21T10:40:20,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the management phase of rnsit,0.6904,0.6845,0.0059,When was RNSIT established?,Departments Overview,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
dc6a1ffe8d6f,2026-09-21T10:40:48,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the documents required for cutting admission in rns institute,0.7734,0.6794,0.0940,Documents Required,Scholarships,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
b886949ecdcc,2026-09-21T10:42:01,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the facilities provided by rnsit,0.8450,0.7572,0.0878,Campus Facilities Overview,What is the website of RNSIT?,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
1803483051de,2026-09-21T10:43:18,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me who is the principal then,0.6706,0.6193,0.0513,Principal,Group Chairman,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
4d4059dd8596,2026-09-21T10:43:43,02ca2831-5db9-436c-8759-30b3d5a413e5,who is the director of hod in the cycle,0.6462,0.6314,0.0148,CSE (AI and ML),Computer Science and Engineering,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
4d4059dd8596,2026-09-21T10:44:24,02ca2831-5db9-436c-8759-30b3d5a413e5,of cse ai emml department who is the hod,,,,,,,,,resolution,of cse ai emml department who is the hod,abandoned,
96354e783214,2026-09-21T10:44:24,02ca2831-5db9-436c-8759-30b3d5a413e5,of cse ai emml department who is the hod,0.7781,0.7538,0.0243,Computer Science and Engineering,CSE (AI and ML),HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
96354e783214,2026-09-21T10:44:47,02ca2831-5db9-436c-8759-30b3d5a413e5,aiml,,,,,,,,,resolution,aiml,abandoned,
9d1bad572a1a,2026-09-21T10:44:48,02ca2831-5db9-436c-8759-30b3d5a413e5,aiml,0.7412,0.7070,0.0342,Artificial Intelligence and Data Science,CSE (AI and ML),HIGH,True,HIGH_CLARIFY_LIMIT,decision,,clarify_limit_reached,
8377b8186674,2026-09-21T10:44:59,02ca2831-5db9-436c-8759-30b3d5a413e5,your example was the one before us,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
6d23f3b5bae3,2026-09-21T10:45:10,02ca2831-5db9-436c-8759-30b3d5a413e5,im not a master of technology im a master of science,0.6790,0.6775,0.0015,Mechanical Engineering,Master of Computer Applications,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
7d2cdd51746b,2026-09-21T12:43:08,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what is the college timings of rnsit,0.7762,0.7694,0.0068,What are the library timings?,Admissions Status,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
3f9987c34106,2026-09-21T12:43:38,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me the marriage fee of rns institute,0.7037,0.6975,0.0062,Fees,Fees,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
9af21772b2ed,2026-09-21T12:43:57,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the intake of cse department,0.8782,0.8118,0.0664,What is the intake for the CSE department?,Computer Science and Engineering,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
1c57e1b921a7,2026-09-21T12:44:18,02ca2831-5db9-436c-8759-30b3d5a413e5,who is the hod of aiml department,0.7414,0.6776,0.0638,CSE (AI and ML),Computer Science and Engineering,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
4a44ce546f5a,2026-09-21T12:44:39,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me who is the hello,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
2f8e741db28b,2026-09-21T12:44:50,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me who is the hod of cse department,0.8622,0.7529,0.1093,Computer Science and Engineering,CSE (AI and ML),HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
38e2261563df,2026-09-21T12:46:24,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me the departments of rnsit,0.7761,0.7660,0.0101,Departments Overview,Departments Overview,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
fd761969425e,2026-09-21T12:47:39,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the location of rns id,0.7165,0.6881,0.0284,Where is RNSIT located?,What is the website of RNSIT?,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
fd761969425e,2026-09-21T12:47:57,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the location of rnsit,,,,,,,,,resolution,what is the location of rnsit,abandoned,
7be0a8c1a79b,2026-09-21T12:47:59,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the location of rnsit,0.8583,0.7838,0.0745,Where is RNSIT located?,What is the website of RNSIT?,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
12b96f4305cf,2026-09-21T12:48:35,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me the contact number of principal,0.6840,0.6614,0.0226,Principal,Principal,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
6d76bea381de,2026-09-21T12:49:08,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what all the recruitment companies come in rns institute,0.7870,0.7784,0.0086,Placements Overview,Placements Overview,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
d73673ecb38d,2026-09-21T12:49:42,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what is the highest package in 2025,0.7739,0.7683,0.0056,Placement Stats 2024,Placement Stats 2025,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
d73673ecb38d,2026-09-21T12:49:56,02ca2831-5db9-436c-8759-30b3d5a413e5,yes it is,,,,,,,,,resolution,yes it is,abandoned,
a6e4e12c7f6f,2026-09-21T12:49:57,02ca2831-5db9-436c-8759-30b3d5a413e5,yes it is,0.7254,0.7007,0.0247,Placement Stats 2024,Placements Overview,HIGH,True,HIGH_AMBIGUOUS,decision,,pending,
a6e4e12c7f6f,2026-09-21T12:50:17,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what is the highest package in 2025,,,,,,,,,resolution,can you tell me what is the highest package in 2025,abandoned,
db70af610a63,2026-09-21T12:50:17,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what is the highest package in 2025,0.7739,0.7683,0.0056,Placement Stats 2024,Placement Stats 2025,HIGH,True,HIGH_CLARIFY_LIMIT,decision,,clarify_limit_reached,
250a885ae854,2026-09-21T12:50:56,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what is the management fee of rnsit,0.8555,0.8320,0.0235,Fees,Fees,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
d4563ed2e3b3,2026-09-21T14:56:10,unknown,Where is the library?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
ff8fbe581f0a,2026-09-21T14:56:12,unknown,Where can I find the library?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
bd39939ff3af,2026-09-21T14:56:15,unknown,Tell me the library location,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
33ce91ef0144,2026-09-21T14:56:17,unknown,Library location?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
29a6c22bc12b,2026-09-21T14:56:19,unknown,Who is the HOD of CSE?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
c76615f8b0c7,2026-09-21T14:56:21,unknown,Who heads the computer science department?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
323eea2bf8b6,2026-09-21T14:56:24,unknown,CSE department HOD?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
73669a8c7e15,2026-09-21T14:56:26,unknown,Where is the canteen?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
d353ebe744b3,2026-09-21T14:56:28,unknown,Who is the principal?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
6136ae32b0f7,2026-09-21T14:56:31,unknown,What are the college working hours?,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
8f07dedf58ba,2026-09-21T15:06:33,unknown,Where is the library?,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
c85e4559192b,2026-09-21T15:06:33,unknown,Where can I find the library?,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
801d193ffb4d,2026-09-21T15:06:33,unknown,Tell me the library location,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
6b318fc4fa1e,2026-09-21T15:06:33,unknown,Library location?,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
a66ce995e767,2026-09-21T15:06:33,unknown,Who is the HOD of CSE?,1.0000,,,HOD of Computer Science and Engineering,,HIGH,False,HIGH_ENTITY_CSE_HOD,decision,,answered,entity_kb
51712181bc23,2026-09-21T15:06:33,unknown,Who heads the computer science department?,1.0000,,,HOD of Computer Science and Engineering,,HIGH,False,HIGH_ENTITY_CSE_HOD,decision,,answered,entity_kb
26f0261e4b85,2026-09-21T15:06:33,unknown,CSE department HOD?,1.0000,,,HOD of Computer Science and Engineering,,HIGH,False,HIGH_ENTITY_CSE_HOD,decision,,answered,entity_kb
6a6bd6832b4b,2026-09-21T15:06:33,unknown,Where is the canteen?,1.0000,,,Canteen,,HIGH,False,HIGH_ENTITY_CANTEEN,decision,,answered,entity_kb
5df613c8b451,2026-09-21T15:06:33,unknown,Who is the principal?,1.0000,,,Principal,,HIGH,False,HIGH_ENTITY_PRINCIPAL,decision,,answered,entity_kb
e521d1ffbc9a,2026-09-21T15:06:33,unknown,What are the college working hours?,1.0000,,,Working Hours & Timings,,HIGH,False,HIGH_ENTITY_WORKING_HOURS,decision,,answered,entity_kb
4de3e0ad3b3c,2026-09-21T15:06:33,unknown,Tell me about Aperture,1.0000,,,Cultural Fest,,HIGH,False,HIGH_ENTITY_CULTURAL_FEST,decision,,answered,entity_kb
0039c42722cd,2026-09-21T15:06:33,unknown,Is there a gym?,1.0000,,,Gymnasium,,HIGH,False,HIGH_ENTITY_GYM,decision,,answered,entity_kb
482111bbbfb4,2026-09-21T15:06:33,unknown,What is the COMEDK code?,1.0000,,,COMEDK Code,,HIGH,False,HIGH_ENTITY_COMEDK_CODE,decision,,answered,entity_kb
eab63c62431c,2026-09-21T15:06:33,unknown,What is the highest package in 2025?,1.0000,,,Placement Stats 2025,,HIGH,False,HIGH_ENTITY_PLACEMENTS_2025,decision,,answered,entity_kb
ac31b45fbd07,2026-09-21T15:06:33,unknown,How to contact admissions?,1.0000,,,Admissions Contact,,HIGH,False,HIGH_ENTITY_ADMISSIONS_CONTACT,decision,,answered,entity_kb
7bd68b923459,2026-09-21T15:25:28,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what are the documents required for getting admission in rnsit,1.0000,,,Documents Required,,HIGH,False,HIGH_ENTITY_ADMISSIONS_DOCUMENTS,decision,,answered,entity_kb
a00d954f4ff2,2026-09-21T15:26:35,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what all the facilities provided by rnsit,0.8420,0.8420,0.0000,Campus Facilities Overview,Campus Facilities Overview,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
a7105b480f45,2026-09-21T15:27:21,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me the highest placement package in 2025,1.0000,,,Placement Stats 2025,,HIGH,False,HIGH_ENTITY_PLACEMENTS_2025,decision,,answered,entity_kb
f20bf3a7169e,2026-09-21T15:27:58,02ca2831-5db9-436c-8759-30b3d5a413e5,how many blocks are there in rns institute,0.6579,0.6579,0.0000,Departments Overview,Departments Overview,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
bb27adbf3b3e,2026-09-21T15:28:22,02ca2831-5db9-436c-8759-30b3d5a413e5,how many departments are there in rns institute,1.0000,,,Departments Overview,,HIGH,False,HIGH_ENTITY_DEPARTMENTS_OVERVIEW,decision,,answered,entity_kb
564cae9b3772,2026-09-21T15:29:08,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the management fee in rns institute,1.0000,,,Management Quota Fees,,HIGH,False,HIGH_ENTITY_MANAGEMENT_FEES,decision,,answered,entity_kb
ddeb6762a2d1,2026-09-21T15:30:00,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the college working hours of rnsit,1.0000,,,Working Hours & Timings,,HIGH,False,HIGH_ENTITY_WORKING_HOURS,decision,,answered,entity_kb
7c0b3c204d77,2026-09-21T15:30:48,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the procedure to get admission in this college,0.7630,0.7517,0.0113,Admission Process,Admission Process,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
5e8e3a2e63b7,2026-09-21T15:31:49,02ca2831-5db9-436c-8759-30b3d5a413e5,so can you tell me about rns how is it is it a good college,0.6796,0.6796,0.0000,Does the college provide transport?,Does the college provide transport?,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
35d027679e48,2026-09-21T15:32:17,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the weather today,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
6d0b119f72c1,2026-09-22T12:02:00,unknown,Where is the library?,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
f16624974d98,2026-09-22T12:02:00,unknown,Who is the CSE HOD?,1.0000,,,HOD of Computer Science and Engineering,,HIGH,False,HIGH_ENTITY_CSE_HOD,decision,,answered,entity_kb
3cb5b9b1637d,2026-09-22T12:02:09,unknown,Who is the president of the USA?,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
d259fbc35da0,2026-09-22T12:04:39,unknown,Where is the library?,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
dca8fff3f7a4,2026-09-22T12:04:39,unknown,Where can I find the library?,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
6f58ab8985d1,2026-09-22T12:04:39,unknown,Tell me the library location,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
7a37b64b42ca,2026-09-22T12:04:39,unknown,Library location?,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
909e13d2f94b,2026-09-22T12:04:39,unknown,Who is the HOD of CSE?,1.0000,,,HOD of Computer Science and Engineering,,HIGH,False,HIGH_ENTITY_CSE_HOD,decision,,answered,entity_kb
595ae6d73142,2026-09-22T12:04:39,unknown,Who heads the computer science department?,1.0000,,,HOD of Computer Science and Engineering,,HIGH,False,HIGH_ENTITY_CSE_HOD,decision,,answered,entity_kb
3dbd39acd437,2026-09-22T12:04:39,unknown,CSE department HOD?,1.0000,,,HOD of Computer Science and Engineering,,HIGH,False,HIGH_ENTITY_CSE_HOD,decision,,answered,entity_kb
7723a5d8cfd1,2026-09-22T12:04:39,unknown,Where is the canteen?,1.0000,,,Canteen,,HIGH,False,HIGH_ENTITY_CANTEEN,decision,,answered,entity_kb
92a0e2a3c9c8,2026-09-22T12:04:39,unknown,Who is the principal?,1.0000,,,Principal,,HIGH,False,HIGH_ENTITY_PRINCIPAL,decision,,answered,entity_kb
a525184d11f3,2026-09-22T12:04:39,unknown,What are the college working hours?,1.0000,,,Working Hours & Timings,,HIGH,False,HIGH_ENTITY_WORKING_HOURS,decision,,answered,entity_kb
e2954966f9ed,2026-09-22T12:04:39,unknown,Tell me about Aperture,1.0000,,,Cultural Fest,,HIGH,False,HIGH_ENTITY_CULTURAL_FEST,decision,,answered,entity_kb
90bf62af4ae5,2026-09-22T12:04:39,unknown,Is there a gym?,1.0000,,,Gymnasium,,HIGH,False,HIGH_ENTITY_GYM,decision,,answered,entity_kb
4cdf52155273,2026-09-22T12:04:39,unknown,What is the COMEDK code?,1.0000,,,COMEDK Code,,HIGH,False,HIGH_ENTITY_COMEDK_CODE,decision,,answered,entity_kb
479a5b776c5d,2026-09-22T12:04:39,unknown,What is the highest package in 2025?,1.0000,,,Placement Stats 2025,,HIGH,False,HIGH_ENTITY_PLACEMENTS_2025,decision,,answered,entity_kb
fd3210461203,2026-09-22T12:04:39,unknown,How to contact admissions?,1.0000,,,Admissions Contact,,HIGH,False,HIGH_ENTITY_ADMISSIONS_CONTACT,decision,,answered,entity_kb
923a079bc619,2026-09-22T12:06:26,unknown,Where is the library?,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
6ac13e4a5265,2026-09-22T12:06:26,unknown,Who is the CSE HOD?,1.0000,,,HOD of Computer Science and Engineering,,HIGH,False,HIGH_ENTITY_CSE_HOD,decision,,answered,entity_kb
cdd5af775ea6,2026-09-22T12:06:26,unknown,How many departments are there?,1.0000,,,Departments Overview,,HIGH,False,HIGH_ENTITY_DEPARTMENTS_OVERVIEW,decision,,answered,entity_kb
0b5b18a4fb84,2026-09-22T12:06:39,unknown,Who is the president of the USA?,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
5bd285264f20,2026-09-22T12:30:38,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me who is the principal of rnsit,1.0000,,,Principal,,HIGH,False,HIGH_ENTITY_PRINCIPAL,decision,,answered,entity_kb
4d44480918f9,2026-09-22T12:31:55,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what is the college working hours,1.0000,,,Working Hours & Timings,,HIGH,False,HIGH_ENTITY_WORKING_HOURS,decision,,answered,entity_kb
b7169755cb40,2026-09-22T12:32:16,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what are the library time is,1.0000,,,Central Library,,HIGH,False,HIGH_ENTITY_LIBRARY,decision,,answered,entity_kb
9b108dd7220f,2026-09-22T12:32:29,02ca2831-5db9-436c-8759-30b3d5a413e5,rns institute of technology bengaluru cse ce ce,0.7380,0.7380,0.0000,Admission Route — BE UNDERGRADUATE,Admission Route — BE UNDERGRADUATE,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
2dbd269c01a8,2026-09-22T12:33:06,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me how can i get admission in this college,0.6959,0.6771,0.0188,Admission Process,Admission Process,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
5444b3107e57,2026-09-22T12:33:56,02ca2831-5db9-436c-8759-30b3d5a413e5,okay is that jim in rnsit,0.6514,0.6514,0.0000,What is the website of RNSIT?,What is the website of RNSIT?,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
eded9d8eb57e,2026-09-22T12:34:09,02ca2831-5db9-436c-8759-30b3d5a413e5,um,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
5fdb1ee8c47f,2026-09-22T12:49:09,02ca2831-5db9-436c-8759-30b3d5a413e5,is there a gym in our college,1.0000,,,Gymnasium,,HIGH,False,HIGH_ENTITY_GYM,decision,,answered,entity_kb
d9c75b82fb29,2026-09-22T12:49:46,02ca2831-5db9-436c-8759-30b3d5a413e5,ise aaron sc it good college,0.6668,0.6668,0.0000,Academics — Clubs,Academics — Clubs,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
dcbf966e47ea,2026-09-22T12:50:16,02ca2831-5db9-436c-8759-30b3d5a413e5,is rns at tia good college,0.6288,0.6288,0.0000,What are the student clubs at RNSIT?,What are the student clubs at RNSIT?,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
2d5c20c06cfc,2026-09-22T12:50:25,02ca2831-5db9-436c-8759-30b3d5a413e5,isrns it algod college,0.7028,0.7028,0.0000,Information Science and Engineering,Information Science and Engineering,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
dc1dd6ce861f,2026-09-22T12:52:01,02ca2831-5db9-436c-8759-30b3d5a413e5,what do you do,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
41ca315af1d4,2026-09-22T14:48:25,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me more principal,1.0000,,,Principal,,HIGH,False,HIGH_ENTITY_PRINCIPAL,decision,,answered,entity_kb
22828ba0d4d1,2026-09-22T14:48:57,02ca2831-5db9-436c-8759-30b3d5a413e5,tell me something about rns institute,0.0000,,,,,LOW,False,LOW_RNSIT_UNKNOWN,decision,,unknown_logged,
fd892955021e,2026-09-22T14:50:33,02ca2831-5db9-436c-8759-30b3d5a413e5,tell me what all the facilities are,0.7770,0.7770,0.0000,Hostels,Hostels,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
9abeb96f11fa,2026-09-22T14:51:15,02ca2831-5db9-436c-8759-30b3d5a413e5,tell me about that in this ik how is this college,0.7156,0.7156,0.0000,Counselling,Counselling,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
3bc3ac50362b,2026-09-22T14:52:05,02ca2831-5db9-436c-8759-30b3d5a413e5,what all the documents are needed,0.6901,0.6901,0.0000,Documents Required,Documents Required,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
8bada2bbcacd,2026-09-22T14:52:51,02ca2831-5db9-436c-8759-30b3d5a413e5,yes,0.7837,0.7837,0.0000,Documents Required,Documents Required,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
022725c80cd1,2026-09-22T15:32:05,02ca2831-5db9-436c-8759-30b3d5a413e5,who is the director of rns institute,1.0000,,,Director,,HIGH,False,HIGH_ENTITY_DIRECTOR,decision,,answered,entity_kb
34643fb6e52c,2026-09-22T15:32:33,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what all the facilities are in the site to provide,0.7123,0.7123,0.0000,Sports,Sports,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
be5eb93b7aa1,2026-09-22T15:32:52,02ca2831-5db9-436c-8759-30b3d5a413e5,what is the timing of the college,1.0000,,,Working Hours & Timings,,HIGH,False,HIGH_ENTITY_WORKING_HOURS,decision,,answered,entity_kb
c09a57078a67,2026-09-22T15:33:13,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me the documents required for getting admission into school,1.0000,,,Documents Required,,HIGH,False,HIGH_ENTITY_ADMISSIONS_DOCUMENTS,decision,,answered,entity_kb
7722cc6eb7d3,2026-09-22T15:38:40,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what all the facilities are there in rns i2,0.7577,0.7577,0.0000,Campus Facilities Overview,Campus Facilities Overview,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
b3f9f7bff8f9,2026-09-22T15:39:34,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me about that in this video,0.0000,,,,,LOW,False,LOW_OUT_OF_SCOPE,decision,,out_of_scope,
1ef3ccf33d8f,2026-09-22T15:40:36,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me what is the case at code for rnsit,0.7962,0.7962,0.0000,What is the COMEDK code for RNSIT?,What is the COMEDK code for RNSIT?,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
5a3b715d78ea,2026-09-22T15:54:11,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me where is admin block,1.0000,,,Administrative Block,,HIGH,False,HIGH_ENTITY_ADMIN_BLOCK,decision,,answered,entity_kb
cbdbc4486854,2026-09-22T15:54:38,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me regarding the placements of our society,1.0000,,,Placements Overview,,HIGH,False,HIGH_ENTITY_PLACEMENTS_OVERVIEW,decision,,answered,entity_kb
9773c897a029,2026-09-22T15:55:00,02ca2831-5db9-436c-8759-30b3d5a413e5,what about the highest placement package in 2025,1.0000,,,Placement Stats 2025,,HIGH,False,HIGH_ENTITY_PLACEMENTS_2025,decision,,answered,entity_kb
d7aaa33e8e80,2026-09-22T15:56:49,02ca2831-5db9-436c-8759-30b3d5a413e5,is rnsit a good college no,0.7049,0.7049,0.0000,Scholarships,Scholarships,HIGH,False,HIGH_LOCAL,decision,,answered,LOCAL
4ab3a704ecf4,2026-09-22T15:59:22,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me who is the director of rnsit,1.0000,,,Director,,HIGH,False,HIGH_ENTITY_DIRECTOR,decision,,answered,entity_kb
907ae1df9883,2026-09-22T15:59:38,02ca2831-5db9-436c-8759-30b3d5a413e5,can you tell me who is the principal of rns institute,1.0000,,,Principal,,HIGH,False,HIGH_ENTITY_PRINCIPAL,decision,,answered,entity_kb
